order_id,reg_date,counterpart,seller_name,seller_type,order_total,products_count,month
1367,2025-03-13,65,Физическое лицо 'ООО «Лаврентьев-Воронцов»',покупатель,447886,9,2025-03
4346,2024-06-13,74,Юридическое лицо 'Банк Возрождение',покупатель,447830,10,2024-06
806,2024-08-16,32,Физическое лицо 'НПО «Кононов»',покупатель,447481,10,2024-08
1187,2025-02-19,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,447334,6,2025-02
2148,2024-06-28,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,446888,7,2024-06
1255,2024-06-12,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,446863,8,2024-06
3999,2025-04-12,4,Юридическое лицо 'ИП «Шарапов»',покупатель,446775,7,2025-04
4806,2024-09-03,133,Физическое лицо 'Алексеев Лимитед',покупатель,446748,9,2024-09
1834,2024-08-13,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,446145,9,2024-08
4811,2024-10-21,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,446071,10,2024-10
2091,2024-08-31,150,Индивидуальный предприниматель 'Тойота Мотор (Toyota)',покупатель,445786,9,2024-08
3282,2025-03-23,4,Юридическое лицо 'ИП «Шарапов»',покупатель,445751,10,2025-03
1327,2024-07-25,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,445534,2,2024-07
4315,2024-11-13,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,445458,1,2024-11
1779,2025-04-07,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,444647,7,2025-04
1452,2024-07-10,33,Физическое лицо 'АО «Соколова»',покупатель,443825,10,2024-07
2611,2024-07-01,27,"Индивидуальный предприниматель 'АО «Казакова, Афанасьев и Соловьева»'",покупатель,443693,7,2024-07
2442,2025-02-06,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,442840,7,2025-02
2836,2025-03-17,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,442750,9,2025-03
369,2024-08-07,109,Юридическое лицо 'Савельева Лимитед',покупатель,442738,7,2024-08
4216,2024-06-28,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,442413,9,2024-06
2862,2024-12-25,33,Физическое лицо 'АО «Соколова»',покупатель,441984,6,2024-12
3609,2024-07-18,132,Юридическое лицо 'Самсонов Групп',покупатель,441793,10,2024-07
2173,2025-04-15,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,441744,10,2025-04
470,2024-10-03,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,441573,8,2024-10
3844,2024-12-15,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,441489,10,2024-12
1879,2025-01-20,106,Юридическое лицо 'НПО «Туров»',покупатель,441197,7,2025-01
4950,2024-06-12,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,441157,8,2024-06
1962,2024-09-19,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,440947,10,2024-09
4119,2024-06-02,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,440786,10,2024-06
1861,2024-05-29,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,440695,10,2024-05
4531,2025-01-31,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,440447,9,2025-01
601,2024-05-21,72,Индивидуальный предприниматель 'ООО «Лукина»',покупатель,440304,4,2024-05
4424,2024-06-27,102,Юридическое лицо 'Михайлова Инк',покупатель,440244,10,2024-06
2064,2024-09-17,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,440177,9,2024-09
1434,2024-05-27,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,439947,4,2024-05
537,2024-11-20,150,Индивидуальный предприниматель 'Тойота Мотор (Toyota)',покупатель,439509,5,2024-11
2210,2024-07-23,131,Юридическое лицо 'АО «Титова Туров»',покупатель,439433,10,2024-07
3205,2024-11-30,127,Юридическое лицо 'Газпром бурение',покупатель,439226,7,2024-11
1588,2025-03-26,11,Индивидуальный предприниматель 'НПО «Шарапов Белоусов»',покупатель,438907,5,2025-03
1666,2025-04-17,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,437568,9,2025-04
2751,2025-02-21,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,437174,7,2025-02
2953,2025-04-24,24,Физическое лицо 'ООО «Сорокина»',покупатель,437146,9,2025-04
3455,2024-11-14,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,436966,10,2024-11
1062,2024-10-05,114,Физическое лицо 'Воробьева Лтд',покупатель,436818,5,2024-10
2729,2024-06-07,120,Физическое лицо 'Кудряшова и партнеры',покупатель,436773,9,2024-06
3993,2025-04-27,98,Индивидуальный предприниматель 'ЗАО «Алексеев Королева»',покупатель,436755,8,2025-04
1054,2024-07-27,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,436616,10,2024-07
640,2025-05-06,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,436298,7,2025-05
908,2025-03-24,53,Индивидуальный предприниматель 'Спар Миддл Волга',покупатель,435707,8,2025-03
464,2025-01-14,118,Индивидуальный предприниматель 'ИП «Королев Игнатьева»',покупатель,435674,5,2025-01
719,2025-03-09,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,435622,6,2025-03
4799,2025-03-22,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,435404,4,2025-03
3549,2024-11-18,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,435153,10,2024-11
1475,2025-05-08,53,Индивидуальный предприниматель 'Спар Миддл Волга',покупатель,434954,9,2025-05
3203,2024-07-23,24,Физическое лицо 'ООО «Сорокина»',покупатель,434847,5,2024-07
2265,2024-12-30,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,434820,5,2024-12
4986,2024-11-22,52,Юридическое лицо 'Энергосбытовая компания Восток',покупатель,434794,8,2024-11
2131,2024-07-06,62,Физическое лицо 'ОАО «Смирнова-Савин»',покупатель,434535,8,2024-07
2433,2024-09-30,8,Физическое лицо 'АО «Козлова Цветков»',покупатель,434247,7,2024-09
4515,2024-12-29,118,Индивидуальный предприниматель 'ИП «Королев Игнатьева»',покупатель,433885,10,2024-12
4797,2025-05-08,2,Юридическое лицо 'АО «Лукин»',покупатель,433811,10,2025-05
2336,2025-04-11,50,Юридическое лицо 'Трофимов Лимитед',покупатель,433700,8,2025-04
4666,2024-08-27,137,Физическое лицо 'ООО «Цветкова»',покупатель,433612,10,2024-08
1360,2025-04-24,88,Физическое лицо 'Военторг',покупатель,433229,10,2025-04
834,2024-06-24,53,Индивидуальный предприниматель 'Спар Миддл Волга',покупатель,433012,4,2024-06
1615,2024-08-30,48,Юридическое лицо 'Горбунов Инк',покупатель,432976,2,2024-08
4283,2024-11-16,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,432454,8,2024-11
3533,2024-10-16,21,"Индивидуальный предприниматель 'ИП «Крылов, Корнилов и Попова»'",покупатель,432282,4,2024-10
2405,2024-07-15,72,Индивидуальный предприниматель 'ООО «Лукина»',покупатель,432219,6,2024-07
3787,2024-06-06,131,Юридическое лицо 'АО «Титова Туров»',покупатель,432139,5,2024-06
36,2025-03-14,5,Юридическое лицо 'РАО «Ковалева»',покупатель,431865,9,2025-03
1262,2024-08-02,32,Физическое лицо 'НПО «Кононов»',покупатель,431846,6,2024-08
3892,2025-02-24,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,431350,9,2025-02
777,2024-05-20,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,431200,7,2024-05
3974,2025-04-19,62,Физическое лицо 'ОАО «Смирнова-Савин»',покупатель,430970,8,2025-04
1117,2024-06-09,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,430968,9,2024-06
2546,2024-11-20,24,Физическое лицо 'ООО «Сорокина»',покупатель,430737,9,2024-11
2366,2024-08-08,127,Юридическое лицо 'Газпром бурение',покупатель,430726,10,2024-08
1822,2025-04-08,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,430661,5,2025-04
4015,2024-11-27,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,430557,8,2024-11
4090,2024-12-11,2,Юридическое лицо 'АО «Лукин»',покупатель,430265,6,2024-12
631,2024-12-23,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,430190,5,2024-12
3237,2024-10-11,5,Юридическое лицо 'РАО «Ковалева»',покупатель,429828,9,2024-10
1836,2024-12-29,65,Физическое лицо 'ООО «Лаврентьев-Воронцов»',покупатель,429820,7,2024-12
2018,2024-08-30,109,Юридическое лицо 'Савельева Лимитед',покупатель,429789,10,2024-08
370,2025-04-03,146,Физическое лицо 'РАО «Петров»',покупатель,429609,5,2025-04
4206,2024-11-30,11,Индивидуальный предприниматель 'НПО «Шарапов Белоусов»',покупатель,429100,10,2024-11
4384,2024-11-09,48,Юридическое лицо 'Горбунов Инк',покупатель,429095,5,2024-11
2214,2024-11-30,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,427941,7,2024-11
1909,2025-03-21,132,Юридическое лицо 'Самсонов Групп',покупатель,427286,10,2025-03
1984,2024-05-10,72,Индивидуальный предприниматель 'ООО «Лукина»',покупатель,427203,9,2024-05
3789,2025-05-08,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,427168,7,2025-05
432,2024-08-12,119,Индивидуальный предприниматель 'Беляев Инкорпорэйтед',покупатель,427033,4,2024-08
2044,2024-11-17,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,426946,7,2024-11
970,2024-07-29,74,Юридическое лицо 'Банк Возрождение',покупатель,426609,5,2024-07
3772,2024-07-26,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,426546,10,2024-07
4183,2024-10-03,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,426502,6,2024-10
4733,2024-09-14,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,426492,4,2024-09
749,2024-09-17,5,Юридическое лицо 'РАО «Ковалева»',покупатель,426387,10,2024-09
3290,2024-10-28,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,426059,2,2024-10
4938,2025-03-29,48,Юридическое лицо 'Горбунов Инк',покупатель,426003,9,2025-03
3345,2025-01-19,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,425970,5,2025-01
1568,2025-03-01,65,Физическое лицо 'ООО «Лаврентьев-Воронцов»',покупатель,425840,2,2025-03
4030,2024-11-16,150,Индивидуальный предприниматель 'Тойота Мотор (Toyota)',покупатель,425144,10,2024-11
636,2024-06-15,131,Юридическое лицо 'АО «Титова Туров»',покупатель,425128,9,2024-06
4289,2025-01-29,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,425057,10,2025-01
4637,2024-08-21,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,424866,10,2024-08
179,2024-07-24,33,Физическое лицо 'АО «Соколова»',покупатель,423865,9,2024-07
3178,2024-07-22,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,423820,9,2024-07
4911,2025-02-12,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,423801,6,2025-02
4812,2025-01-26,53,Индивидуальный предприниматель 'Спар Миддл Волга',покупатель,423702,9,2025-01
1684,2024-10-24,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,423483,5,2024-10
4257,2024-10-09,97,Юридическое лицо 'ОАО «Белозеров»',покупатель,423450,3,2024-10
3724,2025-03-26,120,Физическое лицо 'Кудряшова и партнеры',покупатель,422986,5,2025-03
1217,2024-07-19,5,Юридическое лицо 'РАО «Ковалева»',покупатель,422702,8,2024-07
1919,2025-03-05,59,Физическое лицо 'Арктикгаз',покупатель,422691,6,2025-03
66,2024-11-11,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,422479,3,2024-11
3505,2025-03-25,20,"Физическое лицо 'АО «Новикова, Горбачева и Русаков»'",покупатель,421914,2,2025-03
3265,2024-12-17,133,Физическое лицо 'Алексеев Лимитед',покупатель,421688,8,2024-12
1740,2024-07-16,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,421490,5,2024-07
479,2025-05-03,134,Индивидуальный предприниматель 'НПО «Тимофеева»',покупатель,421047,9,2025-05
720,2025-03-05,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,421032,6,2025-03
768,2024-10-14,114,Физическое лицо 'Воробьева Лтд',покупатель,420990,3,2024-10
3647,2025-02-25,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,420917,5,2025-02
1042,2024-06-05,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,420790,9,2024-06
1252,2024-06-13,2,Юридическое лицо 'АО «Лукин»',покупатель,420494,9,2024-06
1046,2025-01-27,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,420216,9,2025-01
4566,2024-12-06,119,Индивидуальный предприниматель 'Беляев Инкорпорэйтед',покупатель,419871,9,2024-12
3835,2024-08-30,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,419508,8,2024-08
477,2025-02-23,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,419353,6,2025-02
2581,2025-03-22,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,419274,3,2025-03
4458,2025-02-20,114,Физическое лицо 'Воробьева Лтд',покупатель,419267,10,2025-02
3093,2024-06-20,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,419154,7,2024-06
84,2024-06-20,38,"Физическое лицо 'НПО «Семенов, Кулакова и Осипова»'",покупатель,418970,10,2024-06
649,2024-10-19,59,Физическое лицо 'Арктикгаз',покупатель,418565,10,2024-10
2321,2024-09-12,150,Индивидуальный предприниматель 'Тойота Мотор (Toyota)',покупатель,418527,10,2024-09
3147,2025-03-14,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,418318,9,2025-03
1501,2024-05-25,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,418111,9,2024-05
1442,2024-11-02,137,Физическое лицо 'ООО «Цветкова»',покупатель,418055,9,2024-11
1102,2025-04-11,114,Физическое лицо 'Воробьева Лтд',покупатель,417785,5,2025-04
2149,2024-10-13,11,Индивидуальный предприниматель 'НПО «Шарапов Белоусов»',покупатель,417696,8,2024-10
3286,2025-04-08,113,Юридическое лицо 'Никифорова Групп',покупатель,417667,8,2025-04
1431,2024-05-26,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,417502,10,2024-05
1329,2024-12-14,21,"Индивидуальный предприниматель 'ИП «Крылов, Корнилов и Попова»'",покупатель,416895,9,2024-12
3295,2024-10-18,102,Юридическое лицо 'Михайлова Инк',покупатель,416800,9,2024-10
1926,2024-10-25,119,Индивидуальный предприниматель 'Беляев Инкорпорэйтед',покупатель,415869,9,2024-10
319,2024-09-23,119,Индивидуальный предприниматель 'Беляев Инкорпорэйтед',покупатель,415838,5,2024-09
2978,2024-11-16,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,415826,8,2024-11
1558,2024-06-06,15,Юридическое лицо 'Воробьев Инк',покупатель,415677,4,2024-06
1166,2024-12-11,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,415555,10,2024-12
4275,2024-08-15,113,Юридическое лицо 'Никифорова Групп',покупатель,415479,4,2024-08
1797,2024-11-16,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,415267,7,2024-11
3653,2024-05-18,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,415192,6,2024-05
4582,2024-12-17,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,414833,9,2024-12
280,2025-02-03,132,Юридическое лицо 'Самсонов Групп',покупатель,414790,8,2025-02
3972,2025-02-28,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,414598,3,2025-02
3453,2024-06-09,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,414547,7,2024-06
4866,2025-04-02,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,414392,6,2025-04
4370,2024-11-04,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,414389,9,2024-11
3515,2024-07-26,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,414350,6,2024-07
2730,2025-04-13,48,Юридическое лицо 'Горбунов Инк',покупатель,414339,7,2025-04
3662,2024-05-23,59,Физическое лицо 'Арктикгаз',покупатель,414290,8,2024-05
501,2024-06-05,114,Физическое лицо 'Воробьева Лтд',покупатель,413811,7,2024-06
3478,2024-08-21,94,Юридическое лицо 'АО «Елисеева Муравьев»',покупатель,413723,10,2024-08
2450,2025-01-20,119,Индивидуальный предприниматель 'Беляев Инкорпорэйтед',покупатель,413670,10,2025-01
2308,2025-01-13,27,"Индивидуальный предприниматель 'АО «Казакова, Афанасьев и Соловьева»'",покупатель,413654,9,2025-01
3701,2025-05-05,38,"Физическое лицо 'НПО «Семенов, Кулакова и Осипова»'",покупатель,413517,10,2025-05
4756,2025-04-02,27,"Индивидуальный предприниматель 'АО «Казакова, Афанасьев и Соловьева»'",покупатель,413496,8,2025-04
4059,2024-06-30,114,Физическое лицо 'Воробьева Лтд',покупатель,413493,9,2024-06
4810,2024-11-08,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,413111,4,2024-11
3809,2024-08-29,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,413056,6,2024-08
16,2025-02-20,109,Юридическое лицо 'Савельева Лимитед',покупатель,412940,6,2025-02
2289,2025-03-11,133,Физическое лицо 'Алексеев Лимитед',покупатель,412731,2,2025-03
2849,2025-04-16,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,412692,3,2025-04
3143,2025-03-10,32,Физическое лицо 'НПО «Кононов»',покупатель,412675,9,2025-03
1670,2024-08-28,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,412440,5,2024-08
4002,2024-08-28,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,412209,2,2024-08
4249,2024-10-15,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,410918,8,2024-10
4041,2024-05-14,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,410724,8,2024-05
2446,2025-03-16,59,Физическое лицо 'Арктикгаз',покупатель,410416,10,2025-03
3018,2025-02-19,53,Индивидуальный предприниматель 'Спар Миддл Волга',покупатель,410326,4,2025-02
3073,2025-03-03,21,"Индивидуальный предприниматель 'ИП «Крылов, Корнилов и Попова»'",покупатель,410149,10,2025-03
3477,2024-08-08,62,Физическое лицо 'ОАО «Смирнова-Савин»',покупатель,409939,9,2024-08
286,2024-11-25,114,Физическое лицо 'Воробьева Лтд',покупатель,409539,2,2024-11
3081,2024-11-30,133,Физическое лицо 'Алексеев Лимитед',покупатель,409331,9,2024-11
3006,2025-04-08,20,"Физическое лицо 'АО «Новикова, Горбачева и Русаков»'",покупатель,409214,6,2025-04
4624,2024-11-27,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,409053,10,2024-11
2029,2025-01-29,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,408824,8,2025-01
2346,2025-05-10,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,408670,7,2025-05
2009,2024-09-13,33,Физическое лицо 'АО «Соколова»',покупатель,408115,10,2024-09
1392,2025-01-13,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,408104,7,2025-01
1423,2025-01-27,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,408103,7,2025-01
442,2025-03-26,109,Юридическое лицо 'Савельева Лимитед',покупатель,407853,8,2025-03
1410,2025-04-26,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,407272,6,2025-04
3930,2024-09-17,15,Юридическое лицо 'Воробьев Инк',покупатель,407160,6,2024-09
4034,2024-05-25,43,"Индивидуальный предприниматель 'АО «Фадеева, Капустина и Самсонова»'",покупатель,406786,3,2024-05
3130,2024-06-14,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,406523,7,2024-06
3540,2024-05-22,114,Физическое лицо 'Воробьева Лтд',покупатель,406366,9,2024-05
2651,2025-01-02,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,405829,10,2025-01
546,2024-12-22,52,Юридическое лицо 'Энергосбытовая компания Восток',покупатель,405441,4,2024-12
1345,2024-07-14,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,404947,6,2024-07
2845,2024-08-30,131,Юридическое лицо 'АО «Титова Туров»',покупатель,404922,10,2024-08
2812,2024-12-11,43,"Индивидуальный предприниматель 'АО «Фадеева, Капустина и Самсонова»'",покупатель,404868,6,2024-12
1939,2024-10-18,2,Юридическое лицо 'АО «Лукин»',покупатель,404766,9,2024-10
3271,2024-08-31,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,404377,7,2024-08
3480,2024-06-18,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,404368,10,2024-06
242,2024-08-27,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,404364,9,2024-08
4218,2024-12-10,38,"Физическое лицо 'НПО «Семенов, Кулакова и Осипова»'",покупатель,404296,7,2024-12
586,2024-06-07,33,Физическое лицо 'АО «Соколова»',покупатель,404240,7,2024-06
507,2024-12-13,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,403940,9,2024-12
3188,2024-10-23,33,Физическое лицо 'АО «Соколова»',покупатель,403684,6,2024-10
4957,2025-01-02,32,Физическое лицо 'НПО «Кононов»',покупатель,403666,3,2025-01
3201,2024-08-27,131,Юридическое лицо 'АО «Титова Туров»',покупатель,402897,8,2024-08
1815,2025-01-01,134,Индивидуальный предприниматель 'НПО «Тимофеева»',покупатель,402704,8,2025-01
3709,2024-05-18,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,402218,10,2024-05
1153,2025-04-18,62,Физическое лицо 'ОАО «Смирнова-Савин»',покупатель,402097,10,2025-04
946,2024-09-08,11,Индивидуальный предприниматель 'НПО «Шарапов Белоусов»',покупатель,402084,6,2024-09
1443,2025-02-07,88,Физическое лицо 'Военторг',покупатель,401846,7,2025-02
1205,2025-01-30,131,Юридическое лицо 'АО «Титова Туров»',покупатель,401226,6,2025-01
744,2024-07-25,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,400943,7,2024-07
2773,2024-12-17,74,Юридическое лицо 'Банк Возрождение',покупатель,400720,8,2024-12
4562,2025-04-10,132,Юридическое лицо 'Самсонов Групп',покупатель,400603,5,2025-04
4589,2024-10-17,132,Юридическое лицо 'Самсонов Групп',покупатель,400331,10,2024-10
3595,2025-01-01,127,Юридическое лицо 'Газпром бурение',покупатель,400229,6,2025-01
3381,2025-03-21,32,Физическое лицо 'НПО «Кононов»',покупатель,399981,10,2025-03
2710,2024-08-15,33,Физическое лицо 'АО «Соколова»',покупатель,399899,10,2024-08
2430,2025-04-01,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,399836,7,2025-04
981,2024-06-08,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,399793,9,2024-06
3610,2024-06-17,48,Юридическое лицо 'Горбунов Инк',покупатель,399673,6,2024-06
4925,2024-08-08,150,Индивидуальный предприниматель 'Тойота Мотор (Toyota)',покупатель,399539,8,2024-08
792,2025-03-24,38,"Физическое лицо 'НПО «Семенов, Кулакова и Осипова»'",покупатель,399258,7,2025-03
2378,2025-04-13,94,Юридическое лицо 'АО «Елисеева Муравьев»',покупатель,399066,4,2025-04
8,2024-11-18,74,Юридическое лицо 'Банк Возрождение',покупатель,398859,8,2024-11
3426,2025-01-07,103,"Индивидуальный предприниматель 'АО «Кудрявцева, Соболева и Зыкова»'",покупатель,398797,10,2025-01
4390,2025-04-24,150,Индивидуальный предприниматель 'Тойота Мотор (Toyota)',покупатель,398782,2,2025-04
3753,2024-12-21,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,398608,10,2024-12
3351,2025-01-14,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,397839,10,2025-01
1363,2025-02-28,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,397657,9,2025-02
4780,2024-06-29,43,"Индивидуальный предприниматель 'АО «Фадеева, Капустина и Самсонова»'",покупатель,397634,8,2024-06
1228,2025-04-14,8,Физическое лицо 'АО «Козлова Цветков»',покупатель,397586,4,2025-04
3934,2025-02-10,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,397535,6,2025-02
175,2024-08-09,103,"Индивидуальный предприниматель 'АО «Кудрявцева, Соболева и Зыкова»'",покупатель,397104,3,2024-08
4334,2024-06-12,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,396886,10,2024-06
740,2024-11-10,8,Физическое лицо 'АО «Козлова Цветков»',покупатель,396814,4,2024-11
2921,2024-10-24,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,396763,4,2024-10
2236,2024-06-20,102,Юридическое лицо 'Михайлова Инк',покупатель,396283,4,2024-06
4575,2024-06-27,38,"Физическое лицо 'НПО «Семенов, Кулакова и Осипова»'",покупатель,396272,8,2024-06
421,2025-02-10,120,Физическое лицо 'Кудряшова и партнеры',покупатель,395857,6,2025-02
1992,2024-05-14,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,395655,6,2024-05
4527,2025-04-05,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,395360,9,2025-04
3447,2024-10-11,130,"Индивидуальный предприниматель 'НПО «Крылов, Ильина и Лапин»'",покупатель,395102,7,2024-10
3327,2024-06-23,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,394221,4,2024-06
3045,2024-06-12,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,393514,10,2024-06
3736,2024-09-15,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,393489,8,2024-09
3418,2024-10-02,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,393482,7,2024-10
544,2024-07-02,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,393322,7,2024-07
3216,2025-02-04,5,Юридическое лицо 'РАО «Ковалева»',покупатель,393025,3,2025-02
2008,2024-09-10,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,392756,6,2024-09
3408,2024-11-19,24,Физическое лицо 'ООО «Сорокина»',покупатель,392677,4,2024-11
2484,2025-03-01,32,Физическое лицо 'НПО «Кононов»',покупатель,392590,6,2025-03
3427,2024-08-31,94,Юридическое лицо 'АО «Елисеева Муравьев»',покупатель,392559,8,2024-08
3826,2024-07-14,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,392353,10,2024-07
1968,2024-09-10,59,Физическое лицо 'Арктикгаз',покупатель,391913,6,2024-09
152,2024-08-04,67,Юридическое лицо 'НПО «Фокин-Калинин»',покупатель,391765,6,2024-08
2496,2025-01-16,23,Юридическое лицо 'АО «Пономарев-Вишняков»',покупатель,391714,10,2025-01
1999,2024-12-12,127,Юридическое лицо 'Газпром бурение',покупатель,391331,7,2024-12
